station_id,timestamp,temp_c,pressure_hpa,rh_pct
PUNE,2024-01-03T17:00:00Z,19.7,950.1,74
PUNE,2024-01-03T18:00:00Z,19.2,949.3,77
PUNE,2024-01-03T19:00:00Z,18.8,948.8,78
PUNE,2024-01-03T20:00:00Z,17.9,948.6,85
PUNE,2024-01-03T21:00:00Z,16.9,948.0,91
PUNE,2024-01-03T22:00:00Z,18.3,948.4,84
PUNE,2024-01-03T23:00:00Z,16.8,948.4,92
PUNE,2024-01-04T00:00:00Z,17.8,948.9,86
PUNE,2024-01-04T01:00:00Z,17.7,949.8,90
PUNE,2024-01-04T02:00:00Z,15.9,950.3,97
PUNE,2024-01-04T03:00:00Z,18.6,951.6,86
PUNE,2024-01-04T04:00:00Z,21.4,952.8,73
PUNE,2024-01-04T05:00:00Z,24.3,953.0,60
PUNE,2024-01-04T06:00:00Z,26.4,952.1,51
PUNE,2024-01-04T07:00:00Z,27.9,950.7,41
PUNE,2024-01-04T08:00:00Z,29.1,949.4,36
PUNE,2024-01-04T09:00:00Z,29.8,948.4,33
PUNE,2024-01-04T10:00:00Z,30.0,947.8,27
PUNE,2024-01-04T11:00:00Z,29.3,947.6,22
PUNE,2024-01-04T12:00:00Z,27.5,948.0,26
PUNE,2024-01-04T13:00:00Z,24.4,948.1,33
PUNE,2024-01-04T14:00:00Z,22.0,949.1,43
PUNE,2024-01-04T15:00:00Z,21.0,949.8,48
PUNE,2024-01-04T16:00:00Z,19.3,949.8,54
PUNE,2024-01-04T17:00:00Z,20.1,950.0,51
PUNE,2024-01-04T18:00:00Z,19.1,949.8,55
PUNE,2024-01-04T19:00:00Z,16.9,948.9,66
PUNE,2024-01-04T20:00:00Z,17.8,949.1,62
PUNE,2024-01-04T21:00:00Z,17.2,948.5,65
PUNE,2024-01-04T22:00:00Z,15.3,947.6,75
PUNE,2024-01-04T23:00:00Z,16.7,948.1,68
PUNE,2024-01-05T00:00:00Z,13.9,948.1,84
PUNE,2024-01-05T01:00:00Z,14.9,949.4,92
PUNE,2024-01-05T02:00:00Z,14.5,950.0,95
PUNE,2024-01-05T03:00:00Z,17.1,951.3,83
PUNE,2024-01-05T04:00:00Z,20.6,952.6,67
PUNE,2024-01-05T05:00:00Z,23.5,952.8,54
PUNE,2024-01-05T06:00:00Z,25.8,952.0,46
PUNE,2024-01-05T07:00:00Z,27.3,950.9,43
PUNE,2024-01-05T08:00:00Z,28.5,949.6,39
PUNE,2024-01-05T09:00:00Z,29.2,948.7,36
PUNE,2024-01-05T10:00:00Z,29.6,948.2,32
PUNE,2024-01-05T11:00:00Z,29.2,948.2,28
PUNE,2024-01-05T12:00:00Z,27.6,948.7,28
PUNE,2024-01-05T13:00:00Z,24.2,949.3,53
PUNE,2024-01-05T14:00:00Z,23.2,950.4,59
PUNE,2024-01-05T15:00:00Z,21.5,950.8,62
PUNE,2024-01-05T16:00:00Z,20.0,950.9,62
PUNE,2024-01-05T17:00:00Z,18.9,950.4,63
PUNE,2024-01-05T18:00:00Z,18.4,950.0,63
PUNE,2024-01-05T19:00:00Z,17.3,949.5,69
PUNE,2024-01-05T20:00:00Z,19.0,949.7,60
PUNE,2024-01-05T21:00:00Z,18.2,949.4,64
PUNE,2024-01-05T22:00:00Z,17.7,949.2,67
PUNE,2024-01-05T23:00:00Z,16.0,948.9,76
PUNE,2024-01-06T00:00:00Z,16.2,949.7,75
PUNE,2024-01-06T01:00:00Z,17.3,949.3,80
PUNE,2024-01-06T02:00:00Z,16.8,949.8,84
PUNE,2024-01-06T03:00:00Z,19.7,951.2,71
PUNE,2024-01-06T04:00:00Z,22.7,952.5,61
PUNE,2024-01-06T05:00:00Z,25.2,952.7,55
PUNE,2024-01-06T06:00:00Z,26.8,951.8,53
PUNE,2024-01-06T07:00:00Z,27.8,950.6,47
PUNE,2024-01-06T08:00:00Z,28.5,949.5,41
PUNE,2024-01-06T09:00:00Z,29.1,948.7,37
PUNE,2024-01-06T10:00:00Z,29.2,948.5,36
PUNE,2024-01-06T11:00:00Z,29.1,948.3,36
PUNE,2024-01-06T12:00:00Z,28.1,948.6,39
PUNE,2024-01-06T13:00:00Z,24.6,950.0,50
PUNE,2024-01-06T14:00:00Z,21.6,950.4,61
PUNE,2024-01-06T15:00:00Z,21.5,951.0,62
PUNE,2024-01-06T16:00:00Z,20.8,951.6,65
PUNE,2024-01-06T17:00:00Z,21.2,951.8,65
PUNE,2024-01-06T18:00:00Z,20.8,951.4,67
PUNE,2024-01-06T19:00:00Z,18.3,950.4,80
PUNE,2024-01-06T20:00:00Z,18.5,950.0,80
PUNE,2024-01-06T21:00:00Z,19.5,949.5,76
PUNE,2024-01-06T22:00:00Z,19.1,949.2,78
PUNE,2024-01-06T23:00:00Z,18.9,949.5,80
PUNE,2024-01-07T00:00:00Z,18.0,950.0,85
PUNE,2024-01-07T01:00:00Z,17.2,950.6,83
PUNE,2024-01-07T02:00:00Z,17.9,951.4,80
PUNE,2024-01-07T03:00:00Z,19.5,952.4,74
PUNE,2024-01-07T04:00:00Z,22.6,953.4,61
PUNE,2024-01-07T05:00:00Z,25.8,953.4,49
PUNE,2024-01-07T06:00:00Z,27.8,952.6,45
PUNE,2024-01-07T07:00:00Z,28.9,951.5,41
PUNE,2024-01-07T08:00:00Z,29.5,950.3,37
PUNE,2024-01-07T09:00:00Z,29.0,949.3,38
PUNE,2024-01-07T10:00:00Z,28.8,948.9,41
PUNE,2024-01-07T11:00:00Z,28.5,948.8,41
PUNE,2024-01-07T12:00:00Z,27.7,948.8,46
PUNE,2024-01-07T13:00:00Z,24.7,949.2,55
PUNE,2024-01-07T14:00:00Z,23.3,949.7,59
PUNE,2024-01-07T15:00:00Z,22.4,950.2,63
PUNE,2024-01-07T16:00:00Z,22.2,950.8,65
PUNE,2024-01-07T17:00:00Z,20.3,950.9,73
PUNE,2024-01-07T18:00:00Z,21.5,951.1,67
PUNE,2024-01-07T19:00:00Z,19.4,950.4,76
PUNE,2024-01-07T20:00:00Z,18.6,949.9,79
PUNE,2024-01-07T21:00:00Z,18.0,949.4,80
PUNE,2024-01-07T22:00:00Z,17.9,949.5,78
PUNE,2024-01-07T23:00:00Z,17.8,949.9,75
PUNE,2024-01-08T00:00:00Z,17.4,950.1,73
PUNE,2024-01-08T01:00:00Z,18.2,950.9,68
PUNE,2024-01-08T02:00:00Z,18.0,951.6,70
PUNE,2024-01-08T03:00:00Z,20.2,952.9,64
PUNE,2024-01-08T04:00:00Z,22.8,953.8,58
PUNE,2024-01-08T05:00:00Z,24.9,954.0,54
PUNE,2024-01-08T06:00:00Z,26.6,953.1,50
PUNE,2024-01-08T07:00:00Z,27.9,951.8,47
PUNE,2024-01-08T08:00:00Z,28.9,951.0,43
PUNE,2024-01-08T09:00:00Z,29.5,950.0,40
PUNE,2024-01-08T10:00:00Z,29.7,949.4,38
PUNE,2024-01-08T11:00:00Z,29.4,949.2,37
PUNE,2024-01-08T12:00:00Z,28.4,949.4,40
PUNE,2024-01-08T13:00:00Z,26.2,949.9,38
PUNE,2024-01-08T14:00:00Z,25.1,950.9,42
PUNE,2024-01-08T15:00:00Z,23.7,951.3,49
PUNE,2024-01-08T16:00:00Z,24.0,952.1,53
PUNE,2024-01-08T17:00:00Z,23.6,952.3,59
PUNE,2024-01-08T18:00:00Z,22.8,951.8,62
PUNE,2024-01-08T19:00:00Z,20.9,951.0,72
PUNE,2024-01-08T20:00:00Z,20.5,950.6,75
PUNE,2024-01-08T21:00:00Z,20.4,950.3,75
PUNE,2024-01-08T22:00:00Z,19.2,949.6,81
PUNE,2024-01-08T23:00:00Z,19.9,949.9,76
PUNE,2024-01-09T00:00:00Z,18.7,949.9,81
PUNE,2024-01-09T01:00:00Z,20.9,950.9,71
PUNE,2024-01-09T02:00:00Z,20.3,951.4,75
PUNE,2024-01-09T03:00:00Z,22.1,952.5,70
PUNE,2024-01-09T04:00:00Z,23.8,953.4,66
PUNE,2024-01-09T05:00:00Z,24.8,953.6,65
PUNE,2024-01-09T06:00:00Z,25.6,953.0,62
PUNE,2024-01-09T07:00:00Z,26.7,951.9,58
PUNE,2024-01-09T08:00:00Z,28.2,950.9,53
PUNE,2024-01-09T09:00:00Z,27.7,950.3,54
PUNE,2024-01-09T10:00:00Z,27.4,950.0,54
PUNE,2024-01-09T11:00:00Z,28.0,949.9,49
PUNE,2024-01-09T12:00:00Z,27.5,950.1,48
PUNE,2024-01-09T13:00:00Z,20.3,951.5,82
PUNE,2024-01-09T14:00:00Z,19.5,952.3,86
PUNE,2024-01-09T15:00:00Z,19.2,952.9,90
PUNE,2024-01-09T16:00:00Z,18.6,953.2,94
PUNE,2024-01-09T17:00:00Z,18.1,953.0,97
PUNE,2024-01-09T18:00:00Z,18.7,952.6,93
PUNE,2024-01-09T19:00:00Z,18.1,952.2,97
PUNE,2024-01-09T20:00:00Z,17.8,951.7,98
PUNE,2024-01-09T21:00:00Z,18.3,951.4,94
PUNE,2024-01-09T22:00:00Z,17.7,950.7,96
PUNE,2024-01-09T23:00:00Z,18.0,950.5,96
PUNE,2024-01-10T00:00:00Z,17.9,950.6,98
PUNE,2024-01-10T01:00:00Z,16.7,951.3,97
PUNE,2024-01-10T02:00:00Z,17.2,952.0,96
PUNE,2024-01-10T03:00:00Z,18.5,953.1,87
PUNE,2024-01-10T04:00:00Z,20.6,954.0,74
PUNE,2024-01-10T05:00:00Z,22.8,954.2,65
PUNE,2024-01-10T06:00:00Z,25.0,953.3,61
PUNE,2024-01-10T07:00:00Z,26.9,952.2,57
PUNE,2024-01-10T08:00:00Z,28.0,950.9,53
PUNE,2024-01-10T09:00:00Z,28.4,950.1,51
PUNE,2024-01-10T10:00:00Z,27.2,949.6,53
PUNE,2024-01-10T11:00:00Z,24.1,949.9,75
PUNE,2024-01-10T12:00:00Z,21.5,950.6,90
PUNE,2024-01-10T13:00:00Z,19.9,950.8,97
PUNE,2024-01-10T14:00:00Z,19.4,951.7,98
PUNE,2024-01-10T15:00:00Z,19.7,952.5,97
PUNE,2024-01-10T16:00:00Z,19.7,952.8,96
PUNE,2024-01-10T17:00:00Z,19.8,952.9,96
PUNE,2024-01-10T18:00:00Z,18.6,952.4,99
PUNE,2024-01-10T19:00:00Z,19.1,952.4,100
PUNE,2024-01-10T20:00:00Z,18.7,952.0,100
PUNE,2024-01-10T21:00:00Z,18.3,951.6,100
PUNE,2024-01-10T22:00:00Z,17.9,951.2,100
PUNE,2024-01-10T23:00:00Z,18.0,951.0,100
PUNE,2024-01-11T00:00:00Z,18.1,951.5,99
PUNE,2024-01-11T01:00:00Z,16.9,951.6,99
PUNE,2024-01-11T02:00:00Z,17.1,952.4,99
PUNE,2024-01-11T03:00:00Z,19.0,953.8,94
PUNE,2024-01-11T04:00:00Z,21.4,955.0,81
PUNE,2024-01-11T05:00:00Z,23.9,955.2,68
PUNE,2024-01-11T06:00:00Z,26.2,954.4,60
PUNE,2024-01-11T07:00:00Z,27.8,953.3,53
PUNE,2024-01-11T08:00:00Z,28.6,952.1,49
PUNE,2024-01-11T09:00:00Z,28.7,951.1,48
PUNE,2024-01-11T10:00:00Z,28.5,950.8,49
PUNE,2024-01-11T11:00:00Z,28.0,950.7,50
PUNE,2024-01-11T12:00:00Z,26.5,950.9,59
PUNE,2024-01-11T13:00:00Z,23.7,949.8,57
PUNE,2024-01-11T14:00:00Z,25.8,950.9,44
PUNE,2024-01-11T15:00:00Z,25.4,951.7,47
PUNE,2024-01-11T16:00:00Z,24.1,952.2,52
PUNE,2024-01-11T17:00:00Z,19.8,951.5,71
PUNE,2024-01-11T18:00:00Z,18.9,951.1,77
PUNE,2024-01-11T19:00:00Z,18.5,950.4,78
PUNE,2024-01-11T20:00:00Z,20.8,950.8,66
PUNE,2024-01-11T21:00:00Z,20.1,950.3,68
PUNE,2024-01-11T22:00:00Z,20.0,950.4,67
PUNE,2024-01-11T23:00:00Z,19.6,950.4,67
PUNE,2024-01-12T00:00:00Z,17.6,950.3,78
PUNE,2024-01-12T01:00:00Z,19.0,951.5,90
PUNE,2024-01-12T02:00:00Z,17.7,951.9,94
PUNE,2024-01-12T03:00:00Z,20.0,953.3,89
PUNE,2024-01-12T04:00:00Z,22.1,954.1,80
PUNE,2024-01-12T05:00:00Z,24.3,954.6,70
PUNE,2024-01-12T06:00:00Z,26.2,954.1,63
PUNE,2024-01-12T07:00:00Z,27.9,953.0,53
PUNE,2024-01-12T08:00:00Z,28.9,952.1,43
PUNE,2024-01-12T09:00:00Z,29.3,951.4,40
PUNE,2024-01-12T10:00:00Z,29.2,951.0,39
PUNE,2024-01-12T11:00:00Z,28.6,950.9,41
PUNE,2024-01-12T12:00:00Z,26.7,950.9,50
PUNE,2024-01-12T13:00:00Z,22.9,949.9,51
PUNE,2024-01-12T14:00:00Z,23.0,950.6,47
PUNE,2024-01-12T15:00:00Z,21.8,951.1,48
PUNE,2024-01-12T16:00:00Z,24.2,952.2,43
PUNE,2024-01-12T17:00:00Z,19.1,951.9,62
PUNE,2024-01-12T18:00:00Z,18.9,951.8,62
PUNE,2024-01-12T19:00:00Z,19.8,951.6,61
PUNE,2024-01-12T20:00:00Z,18.5,950.8,64
PUNE,2024-01-12T21:00:00Z,17.7,950.6,66
PUNE,2024-01-12T22:00:00Z,20.2,950.5,54
PUNE,2024-01-12T23:00:00Z,19.4,950.6,59
PUNE,2024-01-13T00:00:00Z,19.0,950.9,62
PUNE,2024-01-13T01:00:00Z,19.5,952.0,64
PUNE,2024-01-13T02:00:00Z,19.0,952.5,66
PUNE,2024-01-13T03:00:00Z,19.2,953.3,70
PUNE,2024-01-13T04:00:00Z,21.5,954.3,65
PUNE,2024-01-13T05:00:00Z,24.2,954.8,58
PUNE,2024-01-13T06:00:00Z,26.8,954.5,49
PUNE,2024-01-13T07:00:00Z,28.7,953.9,39
PUNE,2024-01-13T08:00:00Z,29.4,952.7,32
PUNE,2024-01-13T09:00:00Z,29.7,952.1,32
PUNE,2024-01-13T10:00:00Z,29.7,951.4,33
PUNE,2024-01-13T11:00:00Z,29.3,951.3,34
PUNE,2024-01-13T12:00:00Z,27.3,951.0,46
PUNE,2024-01-13T13:00:00Z,27.3,951.8,38
PUNE,2024-01-13T14:00:00Z,21.9,951.6,49
PUNE,2024-01-13T15:00:00Z,24.4,953.0,37
PUNE,2024-01-13T16:00:00Z,22.9,953.4,43
PUNE,2024-01-13T17:00:00Z,21.8,953.1,47
PUNE,2024-01-13T18:00:00Z,20.8,952.5,51
PUNE,2024-01-13T19:00:00Z,22.4,952.5,44
PUNE,2024-01-13T20:00:00Z,21.5,951.8,48
PUNE,2024-01-13T21:00:00Z,20.1,951.3,54
PUNE,2024-01-13T22:00:00Z,17.7,950.9,65
PUNE,2024-01-13T23:00:00Z,17.8,950.9,64
PUNE,2024-01-14T00:00:00Z,17.2,951.2,68
PUNE,2024-01-14T01:00:00Z,16.7,952.3,80
PUNE,2024-01-14T02:00:00Z,17.2,952.9,80
PUNE,2024-01-14T03:00:00Z,20.8,954.2,65
PUNE,2024-01-14T04:00:00Z,23.2,955.0,62
PUNE,2024-01-14T05:00:00Z,25.7,955.5,57
PUNE,2024-01-14T06:00:00Z,27.9,954.7,44
PUNE,2024-01-14T07:00:00Z,29.0,953.8,37
PUNE,2024-01-14T08:00:00Z,29.4,952.5,36
PUNE,2024-01-14T09:00:00Z,29.6,951.4,35
PUNE,2024-01-14T10:00:00Z,29.9,950.8,35
PUNE,2024-01-14T11:00:00Z,29.7,950.5,34
PUNE,2024-01-14T12:00:00Z,27.5,950.9,40
PUNE,2024-01-14T13:00:00Z,25.4,951.2,39
PUNE,2024-01-14T14:00:00Z,23.8,951.8,42
PUNE,2024-01-14T15:00:00Z,22.5,952.3,43
PUNE,2024-01-14T16:00:00Z,20.3,952.8,50
PUNE,2024-01-14T17:00:00Z,22.3,953.4,42
PUNE,2024-01-14T18:00:00Z,20.2,952.7,51
PUNE,2024-01-14T19:00:00Z,21.7,952.3,44
PUNE,2024-01-14T20:00:00Z,17.1,951.2,62
PUNE,2024-01-14T21:00:00Z,16.7,950.6,65
PUNE,2024-01-14T22:00:00Z,16.8,950.4,63
PUNE,2024-01-14T23:00:00Z,18.4,950.8,54
PUNE,2024-01-15T00:00:00Z,17.8,951.1,56
PUNE,2024-01-15T01:00:00Z,16.8,951.6,65
PUNE,2024-01-15T02:00:00Z,14.1,951.5,79
PUNE,2024-01-15T03:00:00Z,18.4,952.8,65
PUNE,2024-01-15T04:00:00Z,21.6,953.8,55
PUNE,2024-01-15T05:00:00Z,23.6,954.2,48
PUNE,2024-01-15T06:00:00Z,25.4,953.6,38
PUNE,2024-01-15T07:00:00Z,26.8,952.4,30
PUNE,2024-01-15T08:00:00Z,27.8,951.2,27
PUNE,2024-01-15T09:00:00Z,28.3,950.2,27
PUNE,2024-01-15T10:00:00Z,28.4,949.7,26
PUNE,2024-01-15T11:00:00Z,27.6,949.6,27
PUNE,2024-01-15T12:00:00Z,25.2,949.8,33
PUNE,2024-01-15T13:00:00Z,22.6,949.6,32
PUNE,2024-01-15T14:00:00Z,21.1,950.4,37
PUNE,2024-01-15T15:00:00Z,19.8,951.1,48
PUNE,2024-01-15T16:00:00Z,18.5,951.6,56
PUNE,2024-01-15T17:00:00Z,17.1,951.4,62
PUNE,2024-01-15T18:00:00Z,15.8,950.6,69
PUNE,2024-01-15T19:00:00Z,15.4,949.8,71
PUNE,2024-01-15T20:00:00Z,14.6,949.0,75
PUNE,2024-01-15T21:00:00Z,15.8,948.6,69
PUNE,2024-01-15T22:00:00Z,16.0,948.1,69
PUNE,2024-01-15T23:00:00Z,14.7,947.9,76
PUNE,2024-01-16T00:00:00Z,14.3,948.0,78
PUNE,2024-01-16T01:00:00Z,12.4,948.7,89
PUNE,2024-01-16T02:00:00Z,12.1,949.2,91
PUNE,2024-01-16T03:00:00Z,15.3,950.6,78
PUNE,2024-01-16T04:00:00Z,18.9,951.9,63
PUNE,2024-01-16T05:00:00Z,22.0,952.3,51
PUNE,2024-01-16T06:00:00Z,24.4,951.5,44
PUNE,2024-01-16T07:00:00Z,26.3,950.5,41
PUNE,2024-01-16T08:00:00Z,27.8,949.4,36
PUNE,2024-01-16T09:00:00Z,28.9,948.4,32
PUNE,2024-01-16T10:00:00Z,29.5,947.7,28
PUNE,2024-01-16T11:00:00Z,28.7,947.6,29
PUNE,2024-01-16T12:00:00Z,26.4,947.6,36
PUNE,2024-01-16T13:00:00Z,23.7,947.4,35
PUNE,2024-01-16T14:00:00Z,21.8,948.3,42
PUNE,2024-01-16T15:00:00Z,20.1,948.9,53
PUNE,2024-01-16T16:00:00Z,18.9,949.2,60
PUNE,2024-01-16T17:00:00Z,17.7,949.3,67
PUNE,2024-01-16T18:00:00Z,17.0,948.9,72
PUNE,2024-01-16T19:00:00Z,16.6,948.3,75
PUNE,2024-01-16T20:00:00Z,16.0,947.5,79
PUNE,2024-01-16T21:00:00Z,15.3,946.9,84
PUNE,2024-01-16T22:00:00Z,14.2,946.2,88
PUNE,2024-01-16T23:00:00Z,16.4,946.5,75
PUNE,2024-01-17T00:00:00Z,16.1,946.9,76
PUNE,2024-01-17T01:00:00Z,13.2,947.0,91
PUNE,2024-01-17T02:00:00Z,13.4,947.8,88
PUNE,2024-01-17T03:00:00Z,17.4,949.2,72
PUNE,2024-01-17T04:00:00Z,20.7,950.3,59
PUNE,2024-01-17T05:00:00Z,23.5,950.6,48
PUNE,2024-01-17T06:00:00Z,25.8,950.1,42
PUNE,2024-01-17T07:00:00Z,28.0,949.1,36
PUNE,2024-01-17T08:00:00Z,28.9,948.0,33
PUNE,2024-01-17T09:00:00Z,28.5,947.3,35
PUNE,2024-01-17T10:00:00Z,27.9,947.1,36
PUNE,2024-01-17T11:00:00Z,26.9,947.3,38
PUNE,2024-01-17T12:00:00Z,25.3,947.6,42
PUNE,2024-01-17T13:00:00Z,22.8,947.9,46
PUNE,2024-01-17T14:00:00Z,21.0,948.7,55
PUNE,2024-01-17T15:00:00Z,19.5,949.6,65
PUNE,2024-01-17T16:00:00Z,18.3,950.1,73
PUNE,2024-01-17T17:00:00Z,17.2,950.1,81
PUNE,2024-01-17T18:00:00Z,16.2,949.6,89
PUNE,2024-01-17T19:00:00Z,14.8,948.8,95
PUNE,2024-01-17T20:00:00Z,14.0,948.3,96
PUNE,2024-01-17T21:00:00Z,14.6,948.0,94
PUNE,2024-01-17T22:00:00Z,14.8,947.9,98
PUNE,2024-01-17T23:00:00Z,14.3,948.0,99
PUNE,2024-01-18T00:00:00Z,15.0,948.7,93
PUNE,2024-01-18T01:00:00Z,15.1,949.6,93
PUNE,2024-01-18T02:00:00Z,15.6,950.4,88
PUNE,2024-01-18T03:00:00Z,16.1,951.2,86
PUNE,2024-01-18T04:00:00Z,17.9,952.1,79
PUNE,2024-01-18T05:00:00Z,21.1,952.6,61
PUNE,2024-01-18T06:00:00Z,23.2,952.0,51
PUNE,2024-01-18T07:00:00Z,25.0,951.1,47
PUNE,2024-01-18T08:00:00Z,26.7,949.8,36
PUNE,2024-01-18T09:00:00Z,27.4,949.0,32
PUNE,2024-01-18T10:00:00Z,27.0,948.5,36
PUNE,2024-01-18T11:00:00Z,26.4,948.5,39
PUNE,2024-01-18T12:00:00Z,25.0,948.7,44
PUNE,2024-01-18T13:00:00Z,22.3,948.7,45
PUNE,2024-01-18T14:00:00Z,21.1,949.4,50
PUNE,2024-01-18T15:00:00Z,19.4,950.1,57
PUNE,2024-01-18T16:00:00Z,18.4,950.7,63
PUNE,2024-01-18T17:00:00Z,17.3,950.8,74
PUNE,2024-01-18T18:00:00Z,16.4,950.2,81
PUNE,2024-01-18T19:00:00Z,15.3,949.5,87
PUNE,2024-01-18T20:00:00Z,14.8,949.0,89
PUNE,2024-01-18T21:00:00Z,14.5,948.6,90
PUNE,2024-01-18T22:00:00Z,13.9,948.1,92
PUNE,2024-01-18T23:00:00Z,14.8,948.5,88
PUNE,2024-01-19T00:00:00Z,15.0,949.0,89
PUNE,2024-01-19T01:00:00Z,13.0,949.3,98
PUNE,2024-01-19T02:00:00Z,13.2,950.1,99
PUNE,2024-01-19T03:00:00Z,14.7,951.1,95
PUNE,2024-01-19T04:00:00Z,17.7,952.3,82
PUNE,2024-01-19T05:00:00Z,21.4,952.9,62
PUNE,2024-01-19T06:00:00Z,24.1,952.2,51
PUNE,2024-01-19T07:00:00Z,26.1,950.9,46
PUNE,2024-01-19T08:00:00Z,28.1,949.8,38
PUNE,2024-01-19T09:00:00Z,28.6,948.6,37
PUNE,2024-01-19T10:00:00Z,28.8,948.2,36
PUNE,2024-01-19T11:00:00Z,28.4,947.9,36
PUNE,2024-01-19T12:00:00Z,26.8,948.4,40
PUNE,2024-01-19T13:00:00Z,24.1,949.0,41
PUNE,2024-01-19T14:00:00Z,22.4,949.8,46
PUNE,2024-01-19T15:00:00Z,21.0,950.3,54
PUNE,2024-01-19T16:00:00Z,19.8,950.4,61
PUNE,2024-01-19T17:00:00Z,18.9,950.4,66
PUNE,2024-01-19T18:00:00Z,18.2,950.1,71
PUNE,2024-01-19T19:00:00Z,17.8,949.7,71
PUNE,2024-01-19T20:00:00Z,16.9,949.4,75
PUNE,2024-01-19T21:00:00Z,16.4,948.7,76
PUNE,2024-01-19T22:00:00Z,15.7,948.0,77
PUNE,2024-01-19T23:00:00Z,16.0,947.9,73
PUNE,2024-01-20T00:00:00Z,16.1,948.3,73
PUNE,2024-01-20T01:00:00Z,17.3,950.0,86
PUNE,2024-01-20T02:00:00Z,17.0,950.9,88
PUNE,2024-01-20T03:00:00Z,19.3,952.3,79
PUNE,2024-01-20T04:00:00Z,22.2,953.3,68
PUNE,2024-01-20T05:00:00Z,24.6,953.7,55
PUNE,2024-01-20T06:00:00Z,26.6,953.2,47
PUNE,2024-01-20T07:00:00Z,27.9,952.2,41
